country_name,country_code,year,exports_usd
Mexico,MEX,2018,450713000000.0
"Micronesia, Fed. Sts.",FSM,2018,47000000.0
Moldova,MDA,2018,2706000000.0
Monaco,MCO,2018,
Mongolia,MNG,2018,7012000000.0
Montenegro,MNE,2018,472000000.0
Morocco,MAR,2018,28609000000.0
Mozambique,MOZ,2018,6037000000.0
Myanmar,MMR,2018,16614000000.0
Namibia,NAM,2018,7488000000.0
Nauru,NRU,2018,9000000.0
Nepal,NPL,2018,786000000.0
Netherlands,NLD,2018,726697000000.0
New Caledonia,NCL,2018,1929000000.0
New Zealand,NZL,2018,39673000000.0
Nicaragua,NIC,2018,5014000000.0
Niger,NER,2018,1202000000.0
Nigeria,NGA,2018,60547000000.0
North Macedonia,MKD,2018,6911000000.0
Northern Mariana Islands,MNP,2018,5000000.0
Norway,NOR,2018,121791000000.0
Oman,OMN,2018,41761000000.0
Pakistan,PAK,2018,23425000000.0
Palau,PLW,2018,4000000.0
Panama,PAN,2018,11480000000.0
Papua New Guinea,PNG,2018,10524000000.0
Paraguay,PRY,2018,9042000000.0
Peru,PER,2018,48019000000.0
Philippines,PHL,2018,67488000000.0
Poland,POL,2018,263569000000.0
Portugal,PRT,2018,68361000000.0
Puerto Rico (US),PRI,2018,
Qatar,QAT,2018,84905000000.0
Romania,ROU,2018,79660000000.0
Russian Federation,RUS,2018,443914000000.0
Rwanda,RWA,2018,1122000000.0
Samoa,WSM,2018,46000000.0
San Marino,SMR,2018,
Sao Tome and Principe,STP,2018,16000000.0
Saudi Arabia,SAU,2018,294373000000.0
Senegal,SEN,2018,3623000000.0
Serbia,SRB,2018,19227000000.0
Seychelles,SYC,2018,569000000.0
Sierra Leone,SLE,2018,554000000.0
Singapore,SGP,2018,412955000000.0
Sint Maarten (Dutch part),SXM,2018,148000000.0
Slovak Republic,SVK,2018,93425000000.0
Slovenia,SVN,2018,44200000000.0
Solomon Islands,SLB,2018,569000000.0
"Somalia, Fed. Rep.",SOM,2018,534000000.0
South Africa,ZAF,2018,93970000000.0
South Sudan,SSD,2018,
Spain,ESP,2018,346754000000.0
Sri Lanka,LKA,2018,11890000000.0
St. Kitts and Nevis,KNA,2018,54000000.0
St. Lucia,LCA,2018,62000000.0
St. Martin (French part),MAF,2018,148000000.0
St. Vincent and the Grenadines,VCT,2018,44000000.0
Sudan,SDN,2018,3478000000.0
Suriname,SUR,2018,2180000000.0
Sweden,SWE,2018,165968000000.0
Switzerland,CHE,2018,310749000000.0
Syrian Arab Republic,SYR,2018,2400000000.0
Tajikistan,TJK,2018,1073000000.0
Tanzania,TZA,2018,4041000000.0
Thailand,THA,2018,252957000000.0
Timor-Leste,TLS,2018,45000000.0
Togo,TGO,2018,1080000000.0
Tonga,TON,2018,13000000.0
Trinidad and Tobago,TTO,2018,10532000000.0
Tunisia,TUN,2018,15535000000.0
Turkiye,TUR,2018,177169000000.0
Turkmenistan,TKM,2018,9706000000.0
Turks and Caicos Islands,TCA,2018,4000000.0
Tuvalu,TUV,2018,0.0
Uganda,UGA,2018,3087000000.0
Ukraine,UKR,2018,47336000000.0
United Arab Emirates,ARE,2018,387964000000.0
United Kingdom,GBR,2018,486439000000.0
United States,USA,2018,1663982000000.0
Uruguay,URY,2018,7498000000.0
Uzbekistan,UZB,2018,10921000000.0
Vanuatu,VUT,2018,61000000.0
"Venezuela, RB",VEN,2018,34440000000.0
Viet Nam,VNM,2018,243699000000.0
Virgin Islands (U.S.),VIR,2018,
West Bank and Gaza,PSE,2018,
"Yemen, Rep.",YEM,2018,570000000.0
Zambia,ZMB,2018,9034000000.0
Zimbabwe,ZWE,2018,4057000000.0
Africa Eastern and Southern,AFE,2018,222870786318.612
Africa Western and Central,AFW,2018,143604000000.0
Arab World,ARB,2018,1156760897942.77
Caribbean small states,CSS,2018,15690000000.0
Central Europe and the Baltics,CEB,2018,925336000000.0
Early-demographic dividend,EAR,2018,2309928601238.53
East Asia & Pacific,EAS,2018,6500482244690.48
East Asia & Pacific (excluding high income),EAP,2018,3532798241487.42
East Asia & Pacific (IDA & IBRD countries),TEA,2018,3532560241793.52
Euro area,EMU,2018,5013495000000.0
Europe & Central Asia,ECS,2018,7779770760119.48
Europe & Central Asia (excluding high income),ECA,2018,408732791333.872
Europe & Central Asia (IDA & IBRD countries),TEC,2018,1246916856262.21
European Union,EUU,2018,5992948000000.0
Fragile and conflict affected situations,FCS,2018,366204177054.81
Heavily indebted poor countries (HIPC),HPC,2018,149155000000.0
High income,HIC,2018,13622754282235.1
IBRD only,IBD,2018,6608933000000.0
IDA & IBRD total,IBT,2018,6972838142216.33
IDA blend,IDB,2018,148178000000.0
IDA only,IDX,2018,216276507326.582
IDA total,IDA,2018,364149048763.698
Late-demographic dividend,LTE,2018,5573544224709.56
Latin America & Caribbean,LCN,2018,1159443328827.29
Latin America & Caribbean (excluding high income),LAC,2018,922972000000.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,1072750000000.0
Least developed countries: UN classification,LDC,2018,208206306915.82
Low & middle income,LMY,2018,5984192703835.89
Low income,LIC,2018,60273814956.5308
Lower middle income,LMC,2018,1074762334826.23
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2018,1343484169643.85
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2018,379522415378.001
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2018,376713000000.0
Middle income,MIC,2018,5924638975895.87
North America,NAC,2018,2116313000000.0
Not classified,INX,2018,
OECD members,OED,2018,11352571000000.0
Other small states,OSS,2018,52096019529.0859
Pacific island small states,PSS,2018,1839254815.68627
Post-demographic dividend,PST,2018,11102325000000.0
Pre-demographic dividend,PRE,2018,308411593308.76
Small states,SST,2018,69294747606.3463
South Asia,SAS,2018,377651000000.0
South Asia (IDA & IBRD),TSA,2018,377651000000.0
Sub-Saharan Africa,SSF,2018,366459427068.637
Sub-Saharan Africa (excluding high income),SSA,2018,363194310314.953
Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,366459427068.637
Upper middle income,UMC,2018,4850058568108.45
World,WLD,2018,19643905356792.5
,,2018,
,,2018,
,,2018,
,,2018,
,,2018,
Afghanistan,AFG,2019,864000000.0
Albania,ALB,2019,2716000000.0
Algeria,DZA,2019,35312000000.0
American Samoa,ASM,2019,353000000.0
Andorra,AND,2019,
Angola,AGO,2019,35432000000.0
Antigua and Barbuda,ATG,2019,38000000.0
Argentina,ARG,2019,65116000000.0
Armenia,ARM,2019,2640000000.0
Aruba,ABW,2019,131000000.0
Australia,AUS,2019,271005000000.0
Austria,AUT,2019,178670000000.0
Azerbaijan,AZE,2019,19635000000.0
"Bahamas, The",BHS,2019,537000000.0
Bahrain,BHR,2019,18120000000.0
Bangladesh,BGD,2019,39337000000.0
Barbados,BRB,2019,444000000.0
Belarus,BLR,2019,32955000000.0
Belgium,BEL,2019,446910000000.0
Belize,BLZ,2019,425000000.0
Benin,BEN,2019,3052000000.0
Bermuda,BMU,2019,27000000.0
Bhutan,BTN,2019,674000000.0
Bolivia,BOL,2019,8757000000.0
Bosnia and Herzegovina,BIH,2019,6578000000.0
Botswana,BWA,2019,5237000000.0
Brazil,BRA,2019,221127000000.0
British Virgin Islands,VGB,2019,
Brunei Darussalam,BRN,2019,7039000000.0
Bulgaria,BGR,2019,33340000000.0
Burkina Faso,BFA,2019,3239000000.0
Burundi,BDI,2019,180000000.0
Cabo Verde,CPV,2019,62000000.0
Cambodia,KHM,2019,14825000000.0
Cameroon,CMR,2019,4084000000.0
Canada,CAN,2019,448817000000.0
Cayman Islands,CYM,2019,50000000.0
Central African Republic,CAF,2019,148000000.0
Chad,TCD,2019,2588000000.0
Channel Islands,CHI,2019,
Chile,CHL,2019,68794000000.0
China,CHN,2019,2499457000000.0
Colombia,COL,2019,39489000000.0
Comoros,COM,2019,39000000.0
"Congo, Dem. Rep.",COD,2019,13382000000.0
"Congo, Rep.",COG,2019,5576000000.0
Costa Rica,CRI,2019,11864000000.0
Cote d'Ivoire,CIV,2019,12718000000.0
Croatia,HRV,2019,17180000000.0
Cuba,CUB,2019,2062000000.0
Curacao,CUW,2019,398000000.0
Cyprus,CYP,2019,3453000000.0
Czechia,CZE,2019,199128000000.0
Denmark,DNK,2019,111076000000.0
Djibouti,DJI,2019,3996000000.0
Dominica,DMA,2019,19000000.0
Dominican Republic,DOM,2019,11193000000.0
Ecuador,ECU,2019,22329000000.0
"Egypt, Arab Rep.",EGY,2019,29000000000.0
El Salvador,SLV,2019,5905000000.0
Equatorial Guinea,GNQ,2019,5268000000.0
Eritrea,ERI,2019,530000000.0
Estonia,EST,2019,16101000000.0
Eswatini,SWZ,2019,2002000000.0
Ethiopia,ETH,2019,2741000000.0
Faroe Islands,FRO,2019,
Fiji,FJI,2019,1033000000.0
Finland,FIN,2019,73468000000.0
France,FRA,2019,570951000000.0
French Polynesia,PYF,2019,133000000.0
Gabon,GAB,2019,7714000000.0
"Gambia, The",GMB,2019,133000000.0
Georgia,GEO,2019,3798000000.0
Germany,DEU,2019,1489412000000.0
Ghana,GHA,2019,15668000000.0
Gibraltar,GIB,2019,
Greece,GRC,2019,37907000000.0
Greenland,GRL,2019,826000000.0
Grenada,GRD,2019,34000000.0
Guam,GUM,2019,32000000.0
Guatemala,GTM,2019,11175000000.0
Guinea,GIN,2019,3945000000.0
Guinea-Bissau,GNB,2019,249000000.0
Guyana,GUY,2019,1567000000.0
Haiti,HTI,2019,1202000000.0
Honduras,HND,2019,8788000000.0
"Hong Kong SAR, China",HKG,2019,534887000000.0
Hungary,HUN,2019,123796000000.0
Iceland,ISL,2019,5223000000.0
India,IND,2019,324340000000.0
Indonesia,IDN,2019,167683000000.0
"Iran, Islamic Rep.",IRN,2019,65718000000.0
Iraq,IRQ,2019,80211000000.0
Ireland,IRL,2019,169625000000.0
Isle of Man,IMN,2019,
Israel,ISR,2019,58507000000.0
Italy,ITA,2019,537718000000.0
Jamaica,JAM,2019,1651000000.0
Japan,JPN,2019,705564000000.0
Jordan,JOR,2019,8317000000.0
Kazakhstan,KAZ,2019,57309000000.0
Kenya,KEN,2019,5839000000.0
Kiribati,KIR,2019,12000000.0
"Korea, Dem. People's Rep.",PRK,2019,280000000.0
"Korea, Rep.",KOR,2019,542233000000.0
Kosovo,XKX,2019,
Kuwait,KWT,2019,64483000000.0
Kyrgyz Republic,KGZ,2019,1986000000.0
Lao PDR,LAO,2019,5806000000.0
Latvia,LVA,2019,15705000000.0
Lebanon,LBN,2019,4829000000.0
Lesotho,LSO,2019,919000000.0
Liberia,LBR,2019,543000000.0
Libya,LBY,2019,29250000000.0
Liechtenstein,LIE,2019,
Lithuania,LTU,2019,33151000000.0
Luxembourg,LUX,2019,16451000000.0
"Macao SAR, China",MAC,2019,1586000000.0
Madagascar,MDG,2019,2696000000.0
Malawi,MWI,2019,899000000.0
Malaysia,MYS,2019,238195000000.0
Maldives,MDV,2019,361000000.0
Mali,MLI,2019,3675000000.0
Malta,MLT,2019,3178000000.0
Marshall Islands,MHL,2019,55000000.0
Mauritania,MRT,2019,2266000000.0
Mauritius,MUS,2019,2223000000.0
Mexico,MEX,2019,460604000000.0
"Micronesia, Fed. Sts.",FSM,2019,41000000.0
Moldova,MDA,2019,2779000000.0
Monaco,MCO,2019,
Mongolia,MNG,2019,7620000000.0
Montenegro,MNE,2019,465000000.0
Morocco,MAR,2019,29132000000.0
Mozambique,MOZ,2019,4787000000.0
Myanmar,MMR,2019,17997000000.0
Namibia,NAM,2019,4743000000.0
Nauru,NRU,2019,14000000.0
Nepal,NPL,2019,968000000.0
Netherlands,NLD,2019,708596000000.0
New Caledonia,NCL,2019,1700000000.0
New Zealand,NZL,2019,39517000000.0
Nicaragua,NIC,2019,5272000000.0
Niger,NER,2019,1126000000.0
Nigeria,NGA,2019,62531000000.0
North Macedonia,MKD,2019,7189000000.0
Northern Mariana Islands,MNP,2019,5000000.0
Norway,NOR,2019,102799000000.0
Oman,OMN,2019,38724000000.0
Pakistan,PAK,2019,23329000000.0
Palau,PLW,2019,4000000.0
Panama,PAN,2019,11318000000.0
Papua New Guinea,PNG,2019,10946000000.0
Paraguay,PRY,2019,7968000000.0
Peru,PER,2019,46444000000.0
Philippines,PHL,2019,70334000000.0
Poland,POL,2019,266595000000.0
Portugal,PRT,2019,67063000000.0
Puerto Rico (US),PRI,2019,
Qatar,QAT,2019,72935000000.0
Romania,ROU,2019,76871000000.0
Russian Federation,RUS,2019,419721000000.0
Rwanda,RWA,2019,1241000000.0
Samoa,WSM,2019,49000000.0
San Marino,SMR,2019,
Sao Tome and Principe,STP,2019,13000000.0
Saudi Arabia,SAU,2019,261603000000.0
Senegal,SEN,2019,4179000000.0
Serbia,SRB,2019,19630000000.0
Seychelles,SYC,2019,518000000.0
Sierra Leone,SLE,2019,635000000.0
Singapore,SGP,2019,390763000000.0
Sint Maarten (Dutch part),SXM,2019,181000000.0
Slovak Republic,SVK,2019,89509000000.0
Slovenia,SVN,2019,44943000000.0
Solomon Islands,SLB,2019,461000000.0
"Somalia, Fed. Rep.",SOM,2019,570000000.0
South Africa,ZAF,2019,90016000000.0
South Sudan,SSD,2019,1613000000.0
Spain,ESP,2019,334018000000.0
Sri Lanka,LKA,2019,11940000000.0
St. Kitts and Nevis,KNA,2019,58000000.0
St. Lucia,LCA,2019,82000000.0
St. Martin (French part),MAF,2019,181000000.0
St. Vincent and the Grenadines,VCT,2019,39000000.0
Sudan,SDN,2019,3735000000.0
Suriname,SUR,2019,2155000000.0
Sweden,SWE,2019,160576000000.0
Switzerland,CHE,2019,313934000000.0
Syrian Arab Republic,SYR,2019,2609000000.0
Tajikistan,TJK,2019,1174000000.0
Tanzania,TZA,2019,5005000000.0
Thailand,THA,2019,246269000000.0
Timor-Leste,TLS,2019,154000000.0
Togo,TGO,2019,1055000000.0
Tonga,TON,2019,20000000.0
Trinidad and Tobago,TTO,2019,7192000000.0
Tunisia,TUN,2019,14933000000.0
Turkiye,TUR,2019,180833000000.0
Turkmenistan,TKM,2019,10622000000.0
Turks and Caicos Islands,TCA,2019,3000000.0
Tuvalu,TUV,2019,0.0
Uganda,UGA,2019,3564000000.0
Ukraine,UKR,2019,50054000000.0
United Arab Emirates,ARE,2019,389428000000.0
United Kingdom,GBR,2019,460026000000.0
United States,USA,2019,1643161000000.0
Uruguay,URY,2019,7680000000.0
Uzbekistan,UZB,2019,14930000000.0
Vanuatu,VUT,2019,56000000.0
"Venezuela, RB",VEN,2019,17210000000.0
Viet Nam,VNM,2019,264268000000.0
Virgin Islands (U.S.),VIR,2019,
West Bank and Gaza,PSE,2019,
"Yemen, Rep.",YEM,2019,652000000.0
Zambia,ZMB,2019,7039000000.0
Zimbabwe,ZWE,2019,4269000000.0
Africa Eastern and Southern,AFE,2019,200386281280.558
Africa Western and Central,AFW,2019,140454000000.0
Arab World,ARB,2019,1092675429477.58
Caribbean small states,CSS,2019,12590000000.0
Central Europe and the Baltics,CEB,2019,916319000000.0
Early-demographic dividend,EAR,2019,2220757497848.48
East Asia & Pacific,EAS,2019,6371018239817.21
East Asia & Pacific (excluding high income),EAP,2019,3545561242359.84
East Asia & Pacific (IDA & IBRD countries),TEA,2019,3545299242665.47
Euro area,EMU,2019,4854009000000.0
Europe & Central Asia,ECS,2019,7552330478766.21
Europe & Central Asia (excluding high income),ECA,2019,415834030566.848
Europe & Central Asia (IDA & IBRD countries),TEC,2019,1229546140527.48
European Union,EUU,2019,5825391000000.0
Fragile and conflict affected situations,FCS,2019,335538800578.841
Heavily indebted poor countries (HIPC),HPC,2019,137750000000.0
High income,HIC,2019,13152639917824.2
IBRD only,IBD,2019,6503303000000.0
IDA & IBRD total,IBT,2019,6867435684696.74
IDA blend,IDB,2019,150227000000.0
IDA only,IDX,2019,214473549484.2
IDA total,IDA,2019,364430872072.385
Late-demographic dividend,LTE,2019,5519459094715.11
Latin America & Caribbean,LCN,2019,1130073826893.46
Latin America & Caribbean (excluding high income),LAC,2019,921836000000.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,1045939000000.0
Least developed countries: UN classification,LDC,2019,199107185977.599
Low & middle income,LMY,2019,5928956780000.7
Low income,LIC,2019,52501693112.6035
Lower middle income,LMC,2019,1099735664475.45
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2019,1237563860956.18
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2019,330599261642.475
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2019,328152000000.0
Middle income,MIC,2019,5876742774322.82
North America,NAC,2019,2092005000000.0
Not classified,INX,2019,
OECD members,OED,2019,11043739000000.0
Other small states,OSS,2019,50130506177.2853
Pacific island small states,PSS,2019,1745241790.84967
Post-demographic dividend,PST,2019,10733955000000.0
Pre-demographic dividend,PRE,2019,284955073575.422
Small states,SST,2019,63972606501.2704
South Asia,SAS,2019,377620000000.0
South Asia (IDA & IBRD),TSA,2019,377620000000.0
Sub-Saharan Africa,SSF,2019,340922016107.385
Sub-Saharan Africa (excluding high income),SSA,2019,337668524768.665
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,340922016107.385
Upper middle income,UMC,2019,4777264085104.44
World,WLD,2019,19101924853130.6
,,2019,
,,2019,
,,2019,
,,2019,
,,2019,
